Open,High,Low,Close,Adj Close,Volume
1072.97998,1092.660034,1072.322021,1080.380005,1080.380005,1464200
1093.97998,1101.98999,1077.603027,1078.719971,1078.719971,1436700
1078,1080.930054,1067.540039,1077.030029,1077.030029,1061000
1083.640015,1094.170044,1080.150024,1088.77002,1088.77002,1057700
1086.420044,1092.689941,1080.171997,1085.349976,1085.349976,1111500
1086.280029,1099.180054,1086.280029,1092.5,1092.5,941600
1109.689941,1116.390015,1098.98999,1103.599976,1103.599976,1386700
1105.599976,1107,1093.47998,1102.329956,1102.329956,1338800
1119.98999,1120.119995,1104.73999,1111.420044,1111.420044,1262000
1109.23999,1124.109985,1108.079956,1121.880005,1121.880005,1947600
1119.609985,1122,1111.01001,1115.52002,1115.52002,1395600
1112.660034,1114.349976,1083.800049,1086.349976,1086.349976,1546900
1086.5,1092.969971,1072.23999,1079.800049,1079.800049,1810900
1084,1087.099976,1075.290039,1076.01001,1076.01001,1004300
1076.390015,1081,1073.369995,1080.910034,1080.910034,1693200
1098,1107.579956,1093.703003,1097.949951,1097.949951,1436300
1102.23999,1111.77002,1098.170044,1111.25,1111.25,991600
1117.410034,1126.76001,1113.859985,1121.579956,1121.579956,767000
1117.800049,1132.880005,1116.140015,1131.589966,1131.589966,1264300
1125.170044,1125.97998,1111.209961,1116.349976,1116.349976,1236400
1111.800049,1128.025024,1107.170044,1124.829956,1124.829956,1330400
1131.219971,1142.050049,1130.969971,1140.47998,1140.47998,1209500
1143.25,1153.069946,1139.579956,1144.209961,1144.209961,1195500
1143.98999,1147.339966,1138.780029,1144.900024,1144.900024,864000
1146.859985,1150.819946,1139.400024,1150.339966,1150.339966,903800
1146,1158.579956,1145,1153.579956,1153.579956,1238800
1150.969971,1158.359985,1145.77002,1146.349976,1146.349976,1170000
1141.73999,1147.60498,1132.72998,1146.329956,1146.329956,1291300
1148.189941,1151.140015,1129.619995,1130.099976,1130.099976,1647200
1133.449951,1139.25,1124.23999,1138.069946,1138.069946,1301500
1144,1146.900024,1131.800049,1146.209961,1146.209961,1093700
1131.900024,1144,1126.98999,1137.810059,1137.810059,1589800
1137.819946,1141.699951,1120.920044,1132.119995,1132.119995,2209800
1224.040039,1265.550049,1224,1250.410034,1250.410034,4805800
1241.050049,1247.369995,1228.22998,1239.410034,1239.410034,2223700
1225.410034,1234.869995,1223.300049,1225.140015,1225.140015,1453300
1223,1234,1207.764038,1216.680054,1216.680054,1725500
1214.030029,1234.109985,1205.719971,1209.01001,1209.01001,1698500
1200.73999,1206.900024,1188.939941,1193.98999,1193.98999,1645100
1170.040039,1175.23999,1140.140015,1152.319946,1152.319946,2597500
1163.310059,1179.959961,1160,1169.949951,1169.949951,1709400
1156,1178.444946,1149.624023,1173.98999,1173.98999,1444300
1182.829956,1205.01001,1173.02002,1204.800049,1204.800049,1468000
1197.98999,1203.880005,1183.603027,1188.01001,1188.01001,1065700
1179.209961,1184.959961,1167.671997,1174.709961,1174.709961,1003000
1171.459961,1204.780029,1171.459961,1197.27002,1197.27002,1294400
1176.310059,1182.300049,1160.540039,1164.290039,1164.290039,1578700
1163.5,1175.839966,1162.109985,1167.26001,1167.26001,1218700
1179.550049,1182.719971,1171.810059,1177.599976,1177.599976,1313300
1190.089966,1206.98999,1190.089966,1198.449951,1198.449951,1231600
1195.25,1196.060059,1182.109985,1182.689941,1182.689941,915500
1193.150024,1199,1187.430054,1191.25,1191.25,740700
1194.069946,1198.011963,1178.579956,1189.530029,1189.530029,947500
1181.98999,1194.079956,1147.75,1151.290039,1151.290039,1687000
1157.26001,1169.469971,1152.959961,1168.890015,1168.890015,1226100
1180.530029,1182.400024,1161.449951,1167.839966,1167.839966,1077200
1161.709961,1176.420044,1157.300049,1171.02002,1171.02002,802000
1181.119995,1196.060059,1181.119995,1192.849976,1192.849976,1088400
1198.5,1198.5,1183.802979,1188.099976,1188.099976,1129800
1177.030029,1186.890015,1163.199951,1168.390015,1168.390015,1479900
1176.709961,1183.47998,1171,1181.410034,1181.410034,1068900
1191.530029,1213.040039,1191.530029,1211.380005,1211.380005,1408100
1208.130005,1212.015015,1202.521973,1204.930054,1204.930054,1072100
1204,1220,1192.619995,1204.410034,1204.410034,1471900
1195.150024,1210,1194.579956,1206,1206,1260100
1203.410034,1222.599976,1202.199951,1220.170044,1220.170044,1307000
1224.300049,1241.859985,1223.02002,1234.25,1234.25,1725900
1231.349976,1240.880005,1227.01001,1239.560059,1239.560059,1301400
1229.52002,1239.560059,1225.609985,1231.300049,1231.300049,1053300
1230.400024,1235,1223.689941,1229.150024,1229.150024,955100
1227.51001,1235.609985,1216.530029,1232.410034,1232.410034,1135100
1232.060059,1244.439941,1232.02002,1238.709961,1238.709961,996000
1233.119995,1243.319946,1223.079956,1229.930054,1229.930054,2270000
1226,1239.089966,1224.170044,1234.030029,1234.030029,1062400
1240,1246.73999,1210.680054,1218.76001,1218.76001,1583200
1215.819946,1248.300049,1210.089966,1246.52002,1246.52002,1453000
1241.959961,1245,1232.267944,1241.390015,1241.390015,1538000
1243.01001,1244.02002,1214.449951,1225.089966,1225.089966,1353900
1220.969971,1226,1212.300049,1219,1219,1404100
1219,1231.22998,1203.579956,1205.099976,1205.099976,1273500
1196.97998,1196.97998,1171.290039,1176.630005,1176.630005,1615100
1180,1189.060059,1162.430054,1187.829956,1187.829956,1621200
1191.890015,1211.439941,1189.170044,1209,1209,1162400
1204.400024,1218.203979,1203.75,1207.680054,1207.680054,842900
1197.589966,1206.079956,1189.01001,1189.130005,1189.130005,1039300
1199.349976,1208.349976,1197.630005,1202.310059,1202.310059,867700
1198.579956,1215,1197.339966,1208.670044,1208.670044,846600
1222.209961,1228.390015,1213.73999,1215.449951,1215.449951,1272700
1212.339966,1226.329956,1211.76001,1217.140015,1217.140015,867500
1220.400024,1247.329956,1220.400024,1243.01001,1243.01001,1381700
1241.170044,1254.73999,1238.449951,1243.640015,1243.640015,1094600
1250.930054,1263.324951,1249.939941,1253.069946,1253.069946,952400
1253.459961,1258.890015,1241.079956,1245.48999,1245.48999,1352800
1252.26001,1254.629028,1240.599976,1246.150024,1246.150024,1027200
1247.849976,1250.599976,1241.380005,1242.800049,1242.800049,1023800
1242.359985,1259.890015,1242.359985,1259.130005,1259.130005,911500
1260.900024,1264,1253.714966,1260.98999,1260.98999,1028100
1251.030029,1269.599976,1250.01001,1265.130005,1265.130005,1213100
1275.449951,1299.310059,1272.540039,1290,1290,2613200
1276.22998,1281.589966,1257.212036,1262.619995,1262.619995,1886400
1252.969971,1269.359985,1252,1261.290039,1261.290039,1408900
1261.280029,1267.670044,1250.843018,1260.109985,1260.109985,1455700
1265,1274.619995,1260.5,1273.73999,1273.73999,1670100
1276.449951,1294.130005,1276.35498,1291.369995,1291.369995,1501000
1292.890015,1298.930054,1291.229004,1292.030029,1292.030029,1282700
1289.459961,1293.72998,1282.5,1291.800049,1291.800049,1152700
1294.280029,1323.73999,1294.244995,1308.859985,1308.859985,2030000
1305.280029,1318,1304.36499,1311.369995,1311.369995,1251400
1303.180054,1306.425049,1297.410034,1299.189941,1299.189941,1011900
1300,1310,1295.77002,1298.800049,1298.800049,1085900
1294.069946,1304.300049,1293.51001,1298,1298,826700
1297.5,1317,1295.650024,1311.459961,1311.459961,1193500
1318.939941,1334.880005,1314.280029,1334.869995,1334.869995,1782600
1332.219971,1335.529053,1317.5,1320.699951,1320.699951,1487400
1327.699951,1327.699951,1312.800049,1315.459961,1315.459961,1269200
1311.73999,1315,1291.150024,1303.050049,1303.050049,1308600
1301.47998,1312.589966,1293,1301.349976,1301.349976,995500
1305.619995,1308.72998,1291.410034,1295.339966,1295.339966,1385700
1299.180054,1311.310059,1298.130005,1306.689941,1306.689941,1036200
1309.859985,1314.800049,1305.089966,1313.550049,1313.550049,1069700
1315,1318.359985,1309.630005,1312.98999,1312.98999,995600
1307.119995,1310.204956,1303.969971,1304.959961,1304.959961,587000
1301,1305.829956,1281,1289.920044,1289.920044,1510900
1279.569946,1298.46106,1279,1295.280029,1295.280029,1143800
1307.01001,1325.800049,1304.869995,1320.540039,1320.540039,1537500
1328,1329.358032,1316.439941,1328.130005,1328.130005,1212700
1333.439941,1344,1333.439941,1340.619995,1340.619995,1314800
1338.040039,1359.449951,1337.839966,1343.560059,1343.560059,1354300
1341.5,1349.974976,1336.040039,1344.660034,1344.660034,1094100
1350.839966,1351.199951,1342.670044,1345.02002,1345.02002,850400
1345.939941,1355.775024,1340.5,1350.27002,1350.27002,1281000
1347.949951,1353.093018,1343.869995,1347.829956,1347.829956,1549600
1356.5,1364.680054,1352.670044,1361.170044,1361.170044,1397300
1362.890015,1365,1351.322998,1355.119995,1355.119995,1854000
1356.599976,1360.469971,1351,1352.619995,1352.619995,1522600
1351.819946,1358.099976,1348.984985,1356.040039,1356.040039,1469900
1363.349976,1363.640015,1349,1349.589966,1349.589966,3315000
1355.869995,1359.800049,1346.51001,1348.839966,1348.839966,883100
1348.5,1350.26001,1342.780029,1343.560059,1343.560059,347500
1346.170044,1361.327026,1344.469971,1360.400024,1360.400024,667500
1362.98999,1364.530029,1349.310059,1351.890015,1351.890015,1038400
1350,1353,1334.02002,1336.140015,1336.140015,1050900
1330.109985,1338,1329.084961,1337.02002,1337.02002,961800
1341.550049,1368.140015,1341.550049,1367.369995,1367.369995,1406600
1347.859985,1372.5,1345.543945,1360.660034,1360.660034,1186400
1350,1396.5,1350,1394.209961,1394.209961,1732300
1397.939941,1402.98999,1390.380005,1393.339966,1393.339966,1502700
1392.079956,1411.579956,1390.839966,1404.319946,1404.319946,1528000
1420.569946,1427.329956,1410.27002,1419.829956,1419.829956,1500900
1427.560059,1434.928955,1418.349976,1429.72998,1429.72998,1820700
1436.130005,1440.52002,1426.02002,1439.22998,1439.22998,1652300
1439.01001,1441.800049,1428.369995,1430.880005,1430.880005,1558900
1430.209961,1441.39502,1430.209961,1439.199951,1439.199951,1282700
1447.439941,1451.98999,1440.920044,1451.699951,1451.699951,1173700
1462.910034,1481.295044,1458.219971,1480.390015,1480.390015,2396200
1479.119995,1491.849976,1471.199951,1484.400024,1484.400024,2036700
1491,1503.213989,1484.930054,1485.949951,1485.949951,1610800
1487.640015,1495.52002,1482.099976,1486.650024,1486.650024,1351200
1493.589966,1495.494995,1465.25,1466.709961,1466.709961,1784600
1431,1438.069946,1421.199951,1433.900024,1433.900024,1755200
1443,1456,1432.469971,1452.560059,1452.560059,1577400
1458.800049,1465.430054,1446.73999,1458.630005,1458.630005,1077700
1439.959961,1457.280029,1436.400024,1455.839966,1455.839966,1339400
1468.900024,1470.130005,1428.530029,1434.22998,1434.22998,2417200
1462,1490,1458.98999,1485.939941,1485.939941,3055200
1457.069946,1469.5,1426.300049,1447.069946,1447.069946,3933000
1462.420044,1463.839966,1430.560059,1448.22998,1448.22998,1986200
1450.329956,1482,1449.569946,1476.22998,1476.22998,1679400
1467.300049,1485.839966,1466.349976,1479.22998,1479.22998,1172300
1474.319946,1509.5,1474.319946,1508.680054,1508.680054,1419900
1511.810059,1529.630005,1505.637939,1508.790039,1508.790039,1344600
1514.47998,1520.694946,1508.109985,1518.27002,1518.27002,1167600
1512.689941,1527.180054,1504.599976,1514.660034,1514.660034,929500
1515.599976,1520.73999,1507.339966,1520.73999,1520.73999,1197800
1515,1531.630005,1512.589966,1519.670044,1519.670044,1120700
1525.069946,1532.105957,1521.400024,1526.689941,1526.689941,949300
1522,1529.640015,1506.819946,1518.150024,1518.150024,1096600
1508.030029,1512.214966,1480.439941,1485.109985,1485.109985,1731700
1426.109985,1436.969971,1411.390015,1421.589966,1421.589966,2867100
1433,1438.140015,1382.400024,1388.449951,1388.449951,2478300
1396.140015,1415.699951,1379,1393.180054,1393.180054,2202400
1362.060059,1371.703979,1317.170044,1318.089966,1318.089966,2971100
1277.5,1341.140015,1271,1339.329956,1339.329956,3790600
1351.609985,1390.869995,1326.814941,1389.109985,1389.109985,2431500
1399.420044,1410.150024,1332,1341.390015,1341.390015,2402300
1359.22998,1388.089966,1343.109985,1386.52002,1386.52002,1913300
1350.199951,1358.910034,1305.099976,1319.040039,1319.040039,2561300
1277.060059,1306.219971,1261.050049,1298.410034,1298.410034,2660600
1205.300049,1254.76001,1200,1215.560059,1215.560059,3365400
1260,1281.150024,1218.77002,1280.390015,1280.390015,2611400
1249.699951,1260.959961,1196.069946,1215.410034,1215.410034,2608500
1126,1193.869995,1113.300049,1114.910034,1114.910034,4226700
1179,1219.76001,1117.142944,1219.72998,1219.72998,3700100
1096,1152.266968,1074.439941,1084.329956,1084.329956,4252400
1093.109985,1130.859985,1056.01001,1119.800049,1119.800049,3861500
1056.51001,1106.5,1037.280029,1096.800049,1096.800049,4233400
1093.050049,1157.969971,1060.108032,1115.290039,1115.290039,3651100
1135.719971,1143.98999,1065.48999,1072.319946,1072.319946,3601800
1061.319946,1071.319946,1013.536011,1056.619995,1056.619995,4044100
1103.77002,1135,1090.619995,1134.459961,1134.459961,3344500
1126.469971,1148.900024,1086.01001,1102.48999,1102.48999,4081500
1111.800049,1169.969971,1093.530029,1161.75,1161.75,3571700
1125.670044,1150.670044,1105.910034,1110.709961,1110.709961,3208500
1125.040039,1151.630005,1096.47998,1146.819946,1146.819946,2574100
1147.300049,1175.310059,1138.140015,1162.810059,1162.810059,2486400
1122,1129.689941,1097.449951,1105.619995,1105.619995,2344200
1098.26001,1126.859985,1096.400024,1120.839966,1120.839966,1964900
1119.015015,1123.540039,1079.810059,1097.880005,1097.880005,2313400
1138,1194.660034,1130.939941,1186.920044,1186.920044,2664700
1221,1225,1182.22998,1186.51001,1186.51001,2387300
1206.5,1219.069946,1188.160034,1210.280029,1210.280029,1975100
1224.079956,1225.569946,1196.734985,1211.449951,1211.449951,2175400
1209.180054,1220.51001,1187.598022,1217.560059,1217.560059,1739800
1245.089966,1282.069946,1236.930054,1269.22998,1269.22998,2470400
1245.609985,1280.459961,1240.400024,1262.469971,1262.469971,1671700
1274.099976,1279,1242.619995,1263.469971,1263.469971,2518100
1284.849976,1294.430054,1271.22998,1283.25,1283.25,1949000
1271,1281.599976,1261.369995,1266.609985,1266.609985,1695500
1247,1254.27002,1209.709961,1216.339966,1216.339966,2153000
1245.540039,1285.613037,1242,1263.209961,1263.209961,2093100
1271.550049,1293.310059,1265.670044,1276.310059,1276.310059,1566200
1261.170044,1280.400024,1249.449951,1279.310059,1279.310059,1640400
1296,1296.150024,1269,1275.880005,1275.880005,1600600
1287.930054,1288.050049,1232.199951,1233.670044,1233.670044,2951300
1341.459961,1359.98999,1325.339966,1341.47998,1341.47998,3793600
1324.880005,1352.819946,1322.48999,1348.660034,1348.660034,2665400
1328.5,1352.069946,1311,1320.609985,1320.609985,2072500
1308.22998,1327.660034,1299,1326.800049,1326.800049,1504000
1337.920044,1373.939941,1337.459961,1351.109985,1351.109985,1651500
1361.689941,1371.119995,1347.290039,1347.300049,1347.300049,1215400
1365.939941,1377.599976,1355.27002,1372.560059,1372.560059,1397600
1383.130005,1398.76001,1375.47998,1388.369995,1388.369995,1388100
1378.280029,1416.530029,1377.151978,1403.26001,1403.26001,1410600
1407.119995,1415,1374.77002,1375.73999,1375.73999,1390600
1377.050049,1385.482056,1328.400024,1349.329956,1349.329956,1812600
1335.02002,1357.420044,1323.910034,1356.130005,1356.130005,1603100
1350,1374.47998,1339,1373.189941,1373.189941,1707700
1361.75,1392.324951,1354.25,1383.939941,1383.939941,1824000
1386.996948,1392,1373.484985,1373.484985,1373.484985,1280600
1389.579956,1410.420044,1387.25,1406.719971,1406.719971,1655400
1408,1415.48999,1393.449951,1402.800049,1402.800049,1385000
1396.709961,1412.76001,1391.829956,1410.420044,1410.420044,1309400
1437.27002,1441,1412.130005,1417.02002,1417.02002,2060600
1417.25,1421.73999,1391.290039,1417.839966,1417.839966,1685800
1396.859985,1440.839966,1396,1416.72998,1416.72998,1692200
1416.939941,1432.569946,1413.349976,1428.920044,1428.920044,1838100
1418.390015,1437.959961,1418,1431.819946,1431.819946,1217100
1430.550049,1439.609985,1418.829956,1439.219971,1439.219971,1278100
1438.300049,1446.552002,1429.776978,1436.380005,1436.380005,1256200
1430.400024,1438.959961,1404.72998,1412.180054,1412.180054,1484300
1413.170044,1445.050049,1406,1438.390015,1438.390015,1734900
1422.339966,1441,1422.339966,1440.040039,1440.040039,942225